Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
28,1,2,1,0,117536,2030,0,46844,25086,0,1,24
39,1,0,0,0,141808,3375,0,10678,27198,0,9,19
33,0,1,1,2,92614,4499,2,16568,8134,0,8,19
49,0,0,2,2,96057,2300,1,46936,18615,0,6,15
32,0,3,2,1,42614,2527,2,41766,1249,1,7,18
26,1,2,0,1,123017,880,0,34988,26331,0,5,15
40,1,3,0,0,86006,3859,0,27473,1251,0,9,14
40,0,3,1,1,36947,880,1,23647,14078,0,8,12
25,1,3,1,0,80983,1814,2,20272,16921,0,4,9
40,1,3,0,1,127224,635,1,43221,15520,1,5,21
39,1,2,0,1,58345,3560,1,46322,5077,1,4,5
38,1,0,1,0,29221,4194,2,1054,25928,0,2,16
38,0,0,1,1,58852,3274,0,49065,11194,1,8,14
45,1,0,0,1,100319,727,2,41559,15828,1,8,29
48,1,3,1,1,139422,4873,1,19218,21356,0,3,20
49,1,0,0,2,117741,511,1,41745,22935,0,9,20
27,0,0,1,2,111245,2086,0,23118,16347,0,5,24
30,1,0,2,1,125499,935,1,38206,2402,0,4,15
60,0,0,2,1,44039,2145,1,40222,20765,0,2,5
31,0,3,1,0,78046,3743,2,8692,1143,0,0,25
46,0,3,2,0,64668,999,0,25434,9532,0,7,17
42,0,0,0,1,31593,1871,1,35971,16146,0,3,7
63,0,2,2,0,41363,636,0,44534,5276,0,8,7
34,0,0,0,1,53691,4938,0,25637,6120,0,8,14
28,1,0,0,0,147995,1620,2,5773,18878,0,9,12
25,0,1,1,1,146746,4101,1,168,1510,0,8,9
53,0,0,0,0,52233,2360,1,37281,11114,0,6,21
43,1,3,2,0,27406,1192,2,8676,2862,0,3,28
46,1,3,2,2,116335,3578,1,32988,29658,0,6,24
46,1,3,0,0,56361,3063,0,25658,27798,0,5,7
39,1,3,0,0,83631,1586,1,9469,6704,0,7,15
30,0,3,1,0,103865,4247,0,9459,22443,0,8,19
43,0,1,1,2,142208,1426,2,16540,25803,0,9,19
67,1,0,0,0,56879,3376,2,2989,4085,0,0,6
48,0,3,0,0,149298,954,2,39425,29510,0,0,11
42,1,2,2,1,54157,1044,0,26187,27608,0,4,18
27,1,3,2,2,69393,3560,0,31569,22732,0,2,15
53,0,1,0,1,52589,2033,2,16008,25477,0,0,7
40,1,3,0,1,145929,4752,0,14911,22610,0,0,28
43,0,1,1,0,114087,4016,0,4548,19777,0,1,21
35,1,0,1,0,71806,969,1,32360,4202,1,6,11
34,0,2,0,0,92360,1203,0,17945,5023,0,3,20
40,1,0,0,0,89172,3938,1,49962,290,0,7,29
32,0,2,2,0,21961,4337,1,4086,21472,0,0,6
41,1,2,1,2,110687,3969,0,35844,28362,0,9,21
26,0,1,2,1,73068,1846,2,41332,3872,0,8,7
38,1,2,0,2,77495,954,0,35082,27793,1,7,27
32,1,2,1,0,126301,3638,2,18043,27807,1,0,9
46,1,2,1,0,91691,543,0,17578,19435,0,5,8
46,0,2,0,0,121631,520,2,43895,6297,0,6,23
32,1,3,1,0,43111,3635,1,32790,21509,0,4,21
25,0,1,1,0,124733,2478,2,19067,28203,0,3,21
23,0,3,1,1,60217,3007,2,48005,17688,0,4,10
69,0,0,0,1,31700,814,2,20626,29687,0,9,15
43,0,1,0,0,84441,1024,2,9688,23848,0,2,15
60,0,2,0,0,53883,3211,2,12820,1460,0,5,25
30,0,1,2,1,68894,1231,1,27705,15179,0,9,25
68,0,2,0,0,34971,2256,2,46085,12213,0,6,23
28,0,1,1,1,77808,2343,0,30157,3301,0,4,27
27,0,0,2,0,49245,3236,2,27627,16336,0,1,22
60,1,1,0,1,32315,3856,1,36590,26622,0,1,23
57,1,3,0,0,28808,2311,1,15445,19264,0,9,23
26,0,1,0,0,40756,3577,1,37386,11903,0,3,14
25,1,3,2,0,145167,2738,1,48295,18463,0,9,21
43,0,0,2,2,93922,2234,0,1003,3463,1,6,20
48,0,2,2,0,65019,1190,0,17707,16173,1,9,22
41,1,0,0,1,64959,1393,2,41912,8598,0,1,22
33,1,0,0,1,126171,4308,2,13347,10966,1,1,16
41,0,0,0,0,63292,2935,1,14581,23983,0,8,18
29,1,0,1,1,23986,2016,1,49759,26569,0,1,5
38,1,1,0,0,125892,609,1,42457,13449,0,8,11
58,1,2,2,0,51320,3133,1,36403,27957,0,1,9
31,1,3,0,0,68697,1425,1,44453,16417,0,2,15
33,1,2,0,1,52219,1781,0,29306,4127,0,5,5
31,0,2,2,1,52170,2509,1,46417,11037,1,1,6
30,1,0,1,2,95724,3965,2,46472,21866,0,5,20
39,1,1,1,1,81532,4759,0,45575,24338,0,3,17
47,0,3,0,1,62634,1801,1,49726,11555,1,8,8
37,0,0,2,2,91389,4387,2,15654,12078,1,8,25
44,1,0,1,0,90640,4887,2,10981,3795,0,1,20
29,1,3,2,1,62031,1510,0,38089,14066,0,3,29
39,0,1,1,0,124257,4665,2,43712,13196,1,0,6
42,0,0,2,0,94392,3442,0,18886,18113,0,8,15
37,1,1,2,1,137003,906,2,43313,5011,0,6,21
35,0,1,1,0,107249,4717,2,38279,16292,0,9,28
35,1,2,1,0,63687,1997,0,36759,27526,0,4,7
61,0,0,1,0,29097,4383,2,47827,20070,0,7,11
43,1,2,0,0,143495,2903,0,11019,6927,0,3,14
29,0,3,1,0,59597,1153,2,42091,11041,1,4,18
47,0,1,0,1,92741,3169,2,39488,26434,0,0,22
45,1,0,1,0,143567,1628,2,7286,2645,0,5,16
48,0,2,0,0,110082,1596,2,40016,24912,1,4,5
43,1,1,1,1,124445,1326,2,18089,17372,0,7,27
43,1,1,0,0,118295,618,2,3743,12269,0,8,19
25,1,3,0,0,123538,749,2,19683,16717,0,6,25
38,0,2,1,0,81807,3588,2,18144,4005,0,7,19
41,1,2,2,0,135017,826,2,26711,24566,0,5,16
26,0,1,0,0,125233,3493,0,24141,4208,1,4,29
31,1,2,1,1,86037,3258,0,24640,15763,0,8,24
49,0,0,2,0,147929,591,2,41598,12229,0,5,23
55,0,2,0,2,40681,533,1,15312,4791,1,7,28
45,0,2,0,0,99900,1212,2,41418,367,0,3,18
44,0,1,0,0,55247,2842,2,38241,17305,1,7,29
69,1,0,2,1,35779,3917,0,9220,3762,0,9,14
47,0,3,0,0,86846,1230,2,13797,4076,0,4,25
25,0,0,1,0,106629,4659,2,16387,16600,1,8,16
23,0,0,1,0,27806,2642,0,14526,142,0,1,19
39,1,2,1,0,130822,2090,2,45963,4142,1,0,12
41,1,1,0,1,139649,945,0,10584,1853,0,0,22
28,0,3,0,1,57226,4176,2,11562,20789,0,4,25
46,0,1,0,0,144901,2876,2,17940,557,0,3,28
26,1,1,0,0,74428,2588,2,33739,5134,0,2,29
40,1,2,1,1,134652,4531,0,49444,16441,0,4,22
45,0,2,1,0,75720,3150,0,2168,17595,0,2,24
37,0,1,1,1,52664,1971,1,2312,8328,0,5,10
28,0,1,0,0,30702,4360,1,47932,22505,0,1,20
60,0,0,0,0,52924,1592,0,26086,16633,0,2,9
40,1,3,2,2,145157,4034,0,15782,3664,0,1,17
34,0,3,1,0,100716,4354,2,6532,13899,1,8,20
28,1,3,2,1,81400,3773,0,2022,20556,0,0,11
43,1,1,0,0,140647,1966,0,14713,13754,1,5,6
46,0,0,1,1,123551,859,0,5755,1750,0,3,14
31,0,2,0,0,96878,3906,0,43759,2508,0,0,22
35,0,2,1,2,54721,3550,0,14118,16721,0,5,9
36,0,3,0,0,107540,3190,2,37539,29992,1,4,22
46,0,3,1,1,101358,1535,0,40031,20287,0,6,17
34,0,3,0,0,108504,4608,0,5065,24978,1,8,27
39,0,1,1,2,62729,3213,2,46790,10845,0,2,15
61,1,2,1,1,52263,4298,0,17918,4725,1,5,19
50,0,0,0,1,56976,1080,2,1389,816,0,4,5
59,0,3,0,1,33995,663,2,38229,13621,0,0,7
35,0,1,1,1,113118,4685,1,40413,25516,1,0,6
44,1,2,0,1,51800,2195,0,29626,3947,0,8,21
46,0,3,0,0,108614,4398,0,8252,11430,1,9,6
43,1,2,0,0,124531,2705,2,46773,20921,0,6,23
39,0,0,0,2,73100,1238,0,7272,25583,0,9,22
20,1,1,1,0,21687,1292,2,49155,25848,0,2,29
40,1,1,0,1,146029,741,1,26227,11000,1,7,24
44,0,1,1,0,115448,3523,1,41760,28562,0,8,29
45,1,3,0,1,87074,4741,2,23646,2340,1,7,23
40,1,0,2,2,147659,1783,0,24757,29728,0,2,21
34,1,0,1,0,133131,4791,2,32198,5700,0,7,10
32,0,3,1,0,29745,769,2,22833,13783,1,1,26
57,1,0,0,2,54966,2104,0,13163,13523,0,8,22
43,0,2,2,0,47727,2557,0,23141,23588,0,7,19
26,0,0,1,1,98744,861,0,2279,20283,1,0,13
28,1,3,1,0,144238,3784,1,1969,10822,0,0,29
38,1,2,2,0,89022,2688,2,19029,19591,0,1,6
42,1,3,0,1,127147,4801,0,19202,9106,0,8,23
20,0,3,0,0,46481,2045,0,23208,6226,0,9,21
27,1,0,0,1,91647,2013,2,26712,26858,1,6,17
47,1,3,0,1,92357,2954,0,34002,12700,1,8,18
29,1,0,1,1,141987,1045,1,10587,14656,0,0,22
26,1,3,0,1,137184,2426,1,935,8516,1,0,13
55,1,2,0,0,36458,1407,2,31166,10057,0,6,24
28,1,1,2,0,74636,3123,0,5881,19869,0,8,29
26,0,2,0,1,87135,1593,2,19039,18300,0,2,25
43,0,0,2,0,148493,3364,2,14144,7647,0,1,10
39,1,2,1,0,92622,839,0,34424,12872,0,1,28
19,1,1,1,0,52054,3819,0,10632,29589,0,7,29
53,0,3,2,0,29306,978,2,41627,23857,0,7,6
45,1,0,0,1,48611,1079,2,23760,24978,0,4,7
31,0,3,0,0,66811,3729,0,21203,11373,1,2,27
36,0,2,1,1,102684,4302,0,9247,4592,0,0,25
27,1,3,0,1,119575,2885,2,6475,18667,0,1,5
32,0,2,2,2,62322,2105,1,3278,23601,0,6,16
44,1,2,1,2,140620,3908,2,36383,8480,0,0,27
59,1,1,1,1,55023,2459,2,31495,14076,0,3,27
43,1,0,1,0,53633,3290,2,45008,12506,0,6,23
32,0,2,0,0,45799,2077,0,41299,13107,0,7,17
38,0,2,1,1,75470,3772,2,6864,17154,0,5,17
49,1,3,0,1,88347,3719,2,17113,2455,1,9,19
49,1,3,2,0,73584,708,2,18212,27749,0,3,7
36,0,1,1,0,56384,4379,1,28747,4780,0,2,10
44,1,1,1,1,78216,2042,1,28504,15434,0,2,16
47,1,3,0,1,134421,3987,0,31839,21669,0,4,21
43,0,0,2,1,149728,4917,1,4738,6342,0,3,21
49,0,1,2,0,136076,1573,0,11410,27911,1,3,6
47,1,1,1,0,95337,2839,0,1461,25099,0,4,11
31,0,3,0,0,36355,4970,1,15109,13382,0,2,12
46,0,0,1,0,146103,3595,1,25425,22142,1,9,25
30,0,0,0,2,85552,3059,2,47151,15316,0,6,11
32,0,1,1,1,138005,801,0,12771,16773,0,8,8
49,0,3,0,0,132139,4726,0,1501,23561,0,5,18
47,1,3,1,1,59643,4521,2,7658,5684,0,9,25
43,1,3,1,0,80801,2004,0,27025,23689,0,8,11
27,0,1,0,0,66950,3619,0,40039,27309,0,1,5
48,1,3,1,0,94834,2005,2,40089,29057,0,3,25
52,0,0,0,2,20044,3223,1,12742,6349,0,0,5
21,1,1,0,0,56926,4214,0,39491,17704,0,9,14
47,1,0,0,0,143809,641,0,38824,11780,1,9,6
31,0,2,1,1,131330,3505,1,43893,27808,0,4,26
26,0,0,1,1,88600,3972,1,27026,17832,0,7,26
62,0,0,1,0,49459,1686,0,12997,1163,1,8,9
35,1,1,0,0,115910,634,0,48481,1178,0,6,27
37,0,3,1,0,141150,2793,2,23751,20204,0,7,11
26,1,0,0,0,63834,722,1,28899,3476,0,9,24
28,0,1,1,0,149691,538,1,28232,28791,0,8,29
45,0,0,0,1,132807,3557,0,25051,27994,0,1,10
47,0,2,0,1,61777,758,0,15115,342,0,6,11
40,1,2,1,0,92374,1093,2,26686,20707,1,8,29
46,1,2,0,2,146674,2687,1,33945,26811,0,0,10
39,1,1,0,1,80634,2938,0,41406,3001,0,3,17
40,1,2,0,0,43874,2582,0,23953,24751,0,8,27
39,1,0,0,0,77097,3307,2,27989,850,0,1,25
52,0,1,1,0,20968,3674,0,35228,21177,0,1,18
37,1,1,0,0,120857,1396,1,48544,29393,0,7,19
41,1,3,0,2,71246,1248,0,45493,24742,0,0,6
42,0,2,1,1,97751,2988,0,34605,18553,0,2,22
40,0,0,1,0,71960,4040,1,3514,16271,0,0,24
25,0,0,2,0,126381,668,1,44428,6920,0,9,15
31,0,2,0,0,60457,1893,1,35366,29378,0,6,6
26,0,2,0,0,53472,2678,2,32039,20226,1,0,6
30,0,2,0,0,117949,3125,0,38415,8677,0,6,21
47,1,2,0,0,145461,2099,2,37754,1423,1,8,12
61,0,2,0,0,58656,2369,1,37962,9581,0,7,9
25,0,3,0,1,41158,4429,1,8436,23529,0,6,21
48,0,1,2,0,108440,2283,1,18515,29093,1,9,12
56,0,2,2,0,24861,2706,1,2512,19328,1,5,14
42,0,2,2,0,144526,1525,2,10765,14069,0,8,15
35,1,1,1,0,127165,4715,1,25220,29966,0,1,20
48,0,1,2,1,48751,4027,2,22594,7917,0,7,8
38,1,2,1,0,24820,1663,1,34700,17982,0,5,23
44,0,1,1,2,108027,3182,2,3684,12006,0,1,20
26,0,2,0,1,90649,601,0,14580,9089,0,3,9
35,0,1,0,0,58163,1523,1,4203,22923,0,6,25
57,0,3,1,0,27536,3019,2,12706,16421,1,0,5
44,0,2,1,1,114737,3400,0,8511,13795,0,7,20
41,0,0,2,1,116116,2107,2,20153,3695,0,0,5
46,0,1,0,1,96511,4926,1,47151,12422,0,6,7
37,0,1,0,2,128794,1895,0,37567,28886,0,7,26
44,0,3,2,0,80096,2419,0,49689,23240,1,5,6
61,0,0,2,0,22259,1866,2,26328,10084,0,4,7
47,0,0,2,0,80327,1871,2,534,11867,0,0,18
47,1,2,2,1,83793,4152,2,12318,21202,0,0,10
35,0,0,2,0,96338,1121,0,21744,17573,0,9,9
47,0,2,0,0,40063,3801,2,35416,2950,0,5,18
37,1,3,1,0,64240,1131,0,42066,6328,0,3,27
33,1,1,1,1,53878,4717,1,30434,28296,1,7,7
56,0,2,0,0,33098,1906,2,6417,19749,0,7,23
59,1,0,0,0,41257,3013,2,1294,23450,1,6,25
49,1,1,0,0,39914,2892,2,18297,26540,0,3,15
61,0,2,0,0,31684,3149,2,17429,14483,0,3,5
32,0,3,2,1,149896,2293,0,42703,2664,1,7,20
29,1,0,0,1,64579,1528,0,1863,9443,0,5,24
36,1,2,0,0,86786,1106,1,29091,10569,0,0,24
44,1,3,2,0,28168,4681,1,41216,15806,0,9,10
63,1,1,0,2,56978,1989,2,1900,25898,0,4,17
43,1,3,0,1,44800,2161,1,23246,10289,0,7,16
35,1,0,2,0,119350,4689,1,4526,4577,0,5,13
38,1,3,1,0,65433,4457,2,36431,29863,1,6,24
38,1,2,0,0,143138,1406,0,48171,2571,0,6,22
28,0,2,1,0,50199,4446,0,4376,15894,0,8,22
51,1,1,1,1,46147,4527,0,42573,10951,0,5,6
46,1,3,0,0,143424,1988,1,25064,5095,0,0,13
32,0,3,1,1,72104,1993,2,39884,935,0,2,21
31,0,1,1,2,148214,2373,0,26644,14800,0,1,10
32,1,3,0,1,60496,1657,2,42176,12998,0,3,10
21,1,1,1,0,20558,3705,1,41168,22412,0,6,5
25,0,1,2,0,83712,964,2,2200,16955,1,4,20
27,0,1,1,0,140512,2148,1,22508,12128,0,9,27
23,1,1,2,0,51833,4447,2,31173,903,1,3,25
68,0,0,0,0,20138,3494,1,48106,1510,1,4,24
26,1,2,2,0,81078,4837,1,5719,29452,0,9,5
39,0,3,1,0,134491,1730,2,21134,14886,0,2,25
43,0,3,1,1,85690,1650,0,16102,11396,0,4,7
45,0,0,2,0,149223,3586,2,38030,23296,0,2,12
43,0,3,2,2,103762,4005,1,19239,26566,0,1,18
48,1,2,2,0,106989,3355,0,12164,28053,0,7,19
40,0,0,2,1,30783,2109,2,13342,25568,0,7,10
33,0,3,0,0,73688,2350,2,25392,27272,0,4,10
36,1,3,1,2,63568,4698,1,21941,9434,0,9,20
37,0,0,0,2,119717,2841,0,23461,18345,0,0,17
32,1,3,0,0,140508,1202,0,37585,29547,0,9,16
49,0,0,1,0,149148,2059,1,11358,24055,1,8,10
48,0,3,0,1,68161,4147,2,14166,27906,0,2,11
55,1,3,1,0,65177,3638,2,47877,11274,0,6,20
59,1,1,0,2,24641,1593,1,40639,3727,0,2,6
33,1,1,0,1,51674,3062,0,6160,15652,1,5,25
39,0,2,1,1,106024,1502,0,25440,15654,0,7,10
63,1,2,1,0,66774,4321,1,42059,6834,1,1,26
26,1,0,0,1,112916,2927,0,9280,1719,0,7,20
49,1,1,0,1,143329,705,0,20913,5997,0,1,23
18,0,2,0,0,63217,964,1,44165,9044,1,5,25
35,0,0,0,0,117011,3769,2,42309,24927,0,7,10
39,1,1,0,1,83343,1302,0,29332,13908,0,0,8
39,1,2,0,0,57580,1553,2,32233,18933,0,8,9
55,1,3,2,1,43703,2604,0,4321,4304,0,7,6
25,0,3,0,0,103566,2113,1,4017,22730,0,8,28
41,1,0,0,0,111656,4448,0,11202,8938,0,6,22
52,0,1,0,0,64258,1595,2,25125,26692,0,5,6
38,0,3,1,0,129056,3635,1,37296,5271,0,4,20
44,1,1,0,0,49642,2509,2,35304,28699,0,8,11
44,1,1,1,2,132925,2640,1,24781,28157,0,9,23
29,1,1,0,1,30589,3771,2,46618,29242,0,5,19
44,0,0,1,0,121188,4905,1,37170,8595,0,8,20
36,0,2,0,1,86002,2375,0,12556,3858,0,6,16
29,0,2,0,0,98279,2318,0,25709,11232,1,9,21
30,0,0,0,0,53759,1179,1,25663,12974,0,4,18
37,0,1,1,0,69503,1281,2,8224,609,1,6,18
40,0,2,0,0,40166,4792,1,9067,2025,1,7,16
39,0,2,0,0,71238,3885,0,28335,22967,0,3,24
26,0,3,1,0,77877,4274,2,44925,15273,0,3,8
25,0,1,0,0,41808,1495,0,32186,13496,0,0,5
37,1,3,0,1,37146,723,1,26402,27399,1,8,22
30,1,1,0,2,66692,3070,0,18977,20408,0,6,20
41,1,3,0,1,138376,2892,0,23843,20922,0,6,6
42,0,2,0,0,142020,1132,1,24081,6115,0,7,19
38,0,1,0,1,50449,4423,2,22447,8179,0,2,19
44,0,3,2,2,119417,1533,2,11297,20335,0,3,20
34,1,2,2,0,78111,2669,1,24240,20910,0,3,25
37,0,3,0,0,78887,4758,0,28839,19002,0,9,29
66,0,3,0,0,49109,3153,2,44984,24165,0,2,5
25,0,0,0,0,73455,3074,2,36490,16719,0,0,9
47,1,0,0,0,96540,822,0,45737,11436,1,6,19
32,1,0,1,1,90903,4275,2,3090,18431,0,3,18
40,1,2,0,0,61090,1375,0,10675,2258,1,0,28
37,0,1,2,0,88702,2519,0,26698,4510,0,9,27
31,1,1,0,0,50567,520,2,32326,7444,0,7,18
43,1,2,0,1,107732,4601,1,40089,5755,0,2,28
32,1,1,0,0,64785,3885,2,39907,21927,1,1,23
48,1,3,0,1,62127,1887,1,48200,16763,0,0,21
45,1,3,0,0,50758,1202,2,6568,4620,1,4,15
61,0,1,2,2,47268,4607,2,1869,14462,0,6,26
48,1,1,0,0,143733,1449,0,30309,4315,0,5,29
33,1,2,1,0,41334,3053,1,16770,7793,0,5,10
37,0,3,0,0,117896,781,0,24083,24846,1,3,18
42,1,0,0,1,84114,4105,0,501,25450,0,8,20
49,1,0,0,1,101020,2339,2,25050,854,1,1,21
37,0,0,2,0,80735,4162,2,26548,12108,1,7,15
38,0,2,1,0,47816,4858,2,41942,10564,0,6,25
36,1,0,0,1,53007,2346,2,9944,29996,1,5,23
44,1,2,1,2,30929,2749,1,38703,26669,1,8,21
30,0,2,0,0,70870,2983,1,49829,18206,0,6,14
36,0,0,2,0,112584,4645,0,13204,13882,0,1,20
30,1,1,0,1,69951,2961,2,41371,24382,0,6,10
43,0,1,0,0,137054,4471,1,10414,29019,0,7,20
47,0,0,0,1,56790,943,2,49039,3401,0,5,10
40,1,0,1,0,127853,4854,0,40577,25766,0,9,8
38,1,0,1,0,119093,2162,0,4345,11440,1,7,22
48,0,3,0,0,60574,3044,1,22419,5439,0,8,22
61,1,1,1,0,48556,2653,0,19543,11847,0,0,19
67,1,1,2,2,34810,4885,2,5156,7563,0,2,26
33,0,2,0,1,36715,4028,2,47231,22055,0,7,15
41,0,1,0,1,111995,2269,1,26279,20058,0,1,25
40,0,2,0,2,74568,4479,0,18382,19097,0,8,17
35,0,0,0,0,71388,3045,2,27398,1930,0,4,9
43,1,1,1,0,38602,1625,1,29806,11938,0,5,26
40,1,2,2,0,84746,4792,1,39737,20,1,3,13
33,1,3,1,1,55156,4646,1,13283,3464,1,4,25
32,1,3,0,1,24154,1007,1,19795,22835,0,1,28
42,0,2,0,0,117653,519,2,46194,25072,0,7,13
32,0,3,0,1,129795,3298,0,7400,20620,1,0,24
42,1,0,1,1,64320,4175,0,18949,7016,0,3,27
27,1,0,2,0,134088,708,2,34832,28455,0,4,14
29,0,1,2,2,51493,4315,1,41157,15805,0,4,24
26,1,3,0,1,147591,4243,2,46165,4032,0,3,25
49,1,1,0,1,112544,3091,1,38807,3966,0,0,22
35,0,2,1,0,90244,1924,2,7743,19576,0,4,27
48,0,1,0,0,39049,2439,1,15966,14163,1,7,27
43,0,0,1,1,108919,869,0,8851,22404,0,7,9
47,0,3,0,1,54454,1279,2,38553,17923,0,2,9
26,0,3,0,0,146678,4743,2,5030,18002,0,3,29
35,1,3,0,2,66556,3188,1,8730,597,0,9,10
31,0,1,0,1,125039,4553,1,19476,12515,0,0,17
40,0,3,0,0,74192,2886,1,29957,7478,0,3,21
50,0,1,2,0,22250,1814,2,48265,4760,0,1,16
62,1,0,1,1,45063,3072,2,24219,10316,0,4,5
27,1,3,2,1,74398,4138,0,23506,442,0,4,12
35,1,3,0,0,43597,761,0,30227,2689,0,9,25
28,0,0,0,0,83234,728,0,43033,25684,0,4,15
44,0,0,1,0,110253,4435,0,44532,15692,0,6,22
41,0,3,2,2,56867,3390,2,32322,2278,0,0,28
29,1,2,1,0,64895,4504,2,41293,9927,0,2,23
24,1,1,1,0,57863,2202,0,18327,23476,1,3,28
33,0,1,0,1,95373,3817,1,25471,12885,0,7,13
28,0,3,1,2,106675,2196,2,21211,26096,0,5,12
39,0,0,0,0,25036,3669,2,44114,3245,0,3,11
26,0,3,0,0,26401,1234,2,43293,12486,1,1,23
41,0,3,0,0,75100,2400,2,6274,24867,0,3,5
34,0,2,1,2,61160,4562,2,41667,20376,0,8,12
41,1,2,2,0,149420,3892,1,10103,11169,0,7,11
49,1,3,0,0,40201,1526,1,1158,14227,0,9,7
48,0,3,0,0,130527,1437,1,8417,22812,1,8,21
61,0,1,2,0,58973,2092,0,28598,9742,0,1,6
34,0,1,2,1,93133,3635,0,15542,20723,1,4,15
35,1,3,1,0,129661,2045,0,44084,6748,0,1,9
37,1,3,1,0,135329,544,1,46248,17930,0,7,26
49,1,1,0,0,123952,3838,1,27000,8277,0,7,22
41,1,3,2,0,143074,4123,2,23581,20034,0,9,23
44,0,3,0,0,60962,3224,1,31551,853,0,4,28
47,0,1,2,2,136737,2332,0,28811,4481,1,8,23
39,0,2,1,0,93506,2855,1,29976,21528,0,8,15
22,1,1,2,0,68238,3647,2,621,22219,0,0,25
35,1,0,0,0,126678,4136,1,20068,5319,0,4,18
30,0,1,0,0,21567,2216,1,20711,12268,0,7,16
30,0,2,0,2,102261,4507,1,30828,24836,1,3,17
34,1,0,1,1,54946,2832,1,20871,27941,0,2,24
44,0,1,2,0,70284,1658,0,45730,27308,1,3,13
27,1,1,1,0,92471,519,1,5242,11787,0,6,10
45,0,1,1,0,41970,2906,0,37544,2291,0,6,22
27,1,1,0,1,71778,3444,2,11761,8257,0,7,26
25,1,0,2,0,116324,2922,0,43627,15292,0,6,28
26,1,2,1,0,92541,4547,0,6346,3071,0,9,9
49,1,0,2,0,104338,2144,0,26303,10091,0,8,6
54,0,2,1,1,47846,2364,1,47784,16794,0,1,19
38,1,1,0,0,51437,1012,0,31125,14938,0,2,29
31,1,3,0,0,95505,826,0,45688,11773,0,1,10
61,1,2,2,1,50814,689,1,48437,15144,0,6,9
28,1,2,1,0,82760,4680,1,25054,20981,1,4,27
67,0,3,0,2,67279,2977,2,40639,5863,0,4,27
45,1,1,2,2,69315,4084,0,42331,7584,1,5,23
49,1,2,0,1,137369,1009,1,915,1251,0,2,11
33,0,3,1,1,91651,4979,2,1760,29847,1,7,6
29,1,3,0,0,47194,4777,0,42551,29481,0,0,6
29,0,1,0,0,60042,968,2,9798,20528,0,4,16
48,1,0,0,1,86756,4613,1,5109,19036,0,4,7
29,1,1,2,0,115994,4132,1,33846,24485,0,0,10
31,0,0,1,1,79953,4965,2,17181,4736,0,3,7
41,1,2,0,1,146393,3074,2,45547,27244,1,2,12
44,1,0,1,1,103392,4104,2,30855,3469,0,8,27
46,1,2,1,0,22007,4551,2,13525,28171,0,1,11
47,1,1,0,1,93517,4370,0,36535,28211,1,1,11
43,0,3,0,1,122123,3333,0,34922,18232,0,3,17
28,1,2,2,0,144179,1800,1,26642,29442,0,6,14
25,1,3,1,0,86739,4963,1,18761,24268,1,4,29
32,0,0,1,0,90677,4234,2,6969,28775,0,9,29
26,0,2,1,0,92706,1064,0,2875,25132,0,1,13
48,1,3,0,0,64334,3501,1,45660,14121,0,4,24
25,0,2,0,0,137341,4662,0,25733,4873,1,0,15
27,1,2,2,0,126882,4369,0,42275,24456,0,6,12
43,0,2,1,2,94800,1413,0,22,6397,1,4,10
63,0,1,1,0,50861,1646,0,19535,7292,0,1,7
35,1,1,0,0,60571,2073,2,36018,28862,0,7,6
47,0,1,1,1,126714,855,0,37929,18276,0,1,11
63,1,1,2,2,56023,3725,2,45652,6476,0,8,15
41,1,3,0,0,50182,2425,2,5080,4880,0,4,7
34,0,3,2,2,53501,885,1,3630,29022,1,4,24
44,1,2,0,0,107679,4319,0,16320,4328,0,6,20
48,1,2,0,0,54497,2000,2,31033,26697,0,6,21
31,0,1,0,0,130179,1495,1,44153,10501,0,9,17
60,0,2,0,0,47561,3752,0,38150,29795,1,4,14
38,1,0,1,0,65064,3403,0,6338,9781,0,0,27
47,1,3,2,1,145199,2833,2,37856,2237,0,1,25
33,1,1,2,2,81351,4654,1,49247,5078,0,4,8
25,0,1,2,0,62775,4310,0,19853,14514,0,4,19
42,1,3,2,1,98408,4427,1,36672,11818,0,2,22
41,1,0,2,0,70946,3103,2,40481,13729,0,0,25
45,0,0,1,0,58452,3853,0,5252,4625,1,9,10
43,1,1,1,0,72269,1393,1,26712,24653,0,1,14
27,1,1,2,1,37745,3233,0,37481,11456,0,7,28
25,0,1,0,1,57615,1194,0,49651,20200,1,1,17
25,1,1,1,0,70222,2582,2,15108,5844,0,9,7
56,1,3,0,0,28098,3731,1,38106,21347,0,4,18
42,0,2,1,0,146601,1409,1,15727,28099,0,0,8
35,1,1,2,0,101932,1121,2,114,10217,0,9,10
37,1,1,0,0,142362,1572,2,47433,29397,0,3,13
33,1,1,0,0,112280,1816,1,41099,3569,0,4,13
45,1,0,1,1,44416,4214,1,10116,3731,0,5,9
47,0,0,0,0,141037,3047,0,16205,21636,0,9,9
41,0,3,0,0,149678,2160,2,26772,4363,1,6,10
60,1,2,2,1,38614,2244,0,31009,5196,1,4,6
50,0,2,0,2,22799,4249,1,44146,9850,0,5,16
37,0,2,2,1,32120,1421,0,27227,6571,1,3,29
40,1,2,1,0,77830,1126,2,31482,18042,0,5,5
