Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
38,married,1,high school,36753,16188,566,9047,own,0
35,divorced,3,high school,126892,38114,729,27203,own,1
66,single,0,graduate,32540,39045,454,26756,own,1
36,married,0,high school,92509,33063,747,25794,own,1
34,single,2,graduate,92959,25510,700,8201,own,1
29,divorced,2,postgraduate,37987,23167,313,27568,rent,1
32,married,3,high school,59204,6092,784,24099,own,0
39,married,2,high school,125980,14722,786,13435,rent,1
42,married,0,high school,110313,1722,763,15126,own,0
37,married,3,graduate,53698,7893,735,28884,own,1
38,single,3,high school,107319,9968,761,7760,other,0
33,married,3,high school,139679,38998,796,11622,own,1
44,divorced,0,high school,80626,24789,741,21444,own,1
32,single,2,high school,138729,28692,736,18905,own,1
34,single,3,high school,61131,5939,703,10506,rent,1
68,married,1,graduate,25389,43373,418,13015,own,0
44,married,2,graduate,21452,25598,585,6449,own,0
25,married,2,graduate,77862,25815,759,16528,rent,1
46,married,2,high school,103339,24169,795,25901,own,1
57,single,3,graduate,21646,24105,544,17054,own,0
28,married,1,graduate,113232,27314,821,8942,rent,1
41,divorced,3,high school,133726,3660,791,21981,own,1
35,married,3,high school,75175,4435,720,27042,own,1
60,single,0,high school,48171,40100,538,4974,other,0
39,single,0,high school,138783,22863,702,2825,rent,1
38,married,0,postgraduate,124867,33301,822,621,rent,1
32,divorced,0,postgraduate,79484,12005,794,27189,own,1
30,married,3,postgraduate,79194,2707,828,25024,rent,1
32,single,1,postgraduate,52895,2342,719,4674,own,1
42,married,1,high school,114133,34186,774,14170,rent,1
30,married,1,postgraduate,69025,48956,757,16989,other,1
42,married,3,high school,149486,153,751,22688,own,1
30,married,1,graduate,146589,46830,799,6993,own,1
23,single,0,graduate,24643,3810,307,16970,own,1
27,married,0,high school,25688,44378,456,27604,own,0
37,married,0,high school,99192,3925,755,16425,own,0
31,married,2,graduate,109960,22393,770,15068,rent,1
38,married,2,graduate,133941,2608,731,20091,own,0
25,married,3,high school,100566,2078,730,8406,rent,1
49,single,0,graduate,44842,24358,587,23966,rent,0
41,married,0,postgraduate,56751,16633,798,8975,own,1
41,married,0,graduate,121696,5606,748,9105,own,1
54,married,3,graduate,47644,45653,352,15776,rent,0
18,married,3,graduate,58671,28272,551,8122,rent,0
43,married,2,high school,110630,28552,701,27594,other,1
25,married,3,graduate,73971,1082,710,21509,own,1
47,single,0,graduate,140474,8140,799,12717,rent,1
41,married,0,high school,32868,38427,366,3791,rent,0
37,single,2,postgraduate,44764,804,393,25087,own,0
33,married,2,high school,85475,48495,749,21098,own,1
32,married,3,graduate,83904,765,786,7337,rent,1
31,married,0,graduate,146243,35934,749,16542,own,1
35,single,1,high school,104273,7891,706,2001,own,1
49,married,3,graduate,128748,22702,715,8990,other,1
27,single,0,graduate,122518,9913,728,8106,rent,1
42,single,1,high school,56203,30796,815,14256,rent,1
27,single,3,high school,55778,27049,520,28549,other,0
45,single,0,high school,129539,4962,822,12649,rent,1
40,married,0,high school,58955,32323,714,21026,other,1
49,married,2,high school,119351,11904,733,4885,own,1
35,married,0,graduate,26114,36088,308,4832,own,0
26,married,1,graduate,94666,457,791,21549,own,1
38,married,2,high school,52355,1771,479,27951,own,0
33,married,0,high school,144713,25333,847,25983,rent,1
58,single,2,postgraduate,53033,13065,432,19716,own,1
53,single,2,high school,60543,17066,579,19780,own,0
49,married,1,graduate,79595,43587,710,13603,rent,1
61,single,2,graduate,46178,40643,381,8720,other,0
41,single,1,graduate,127112,13368,820,16078,own,1
33,single,3,postgraduate,122842,29635,775,6902,other,1
35,married,2,postgraduate,115867,16198,812,16016,rent,1
47,single,2,graduate,97036,25697,780,13600,own,1
42,married,1,graduate,57158,19181,309,4673,own,0
60,married,2,high school,41888,9660,338,27287,own,0
45,single,3,graduate,62657,32844,816,29432,other,1
46,married,1,graduate,54921,18115,766,21377,other,1
41,married,1,postgraduate,89032,31314,725,23567,rent,1
42,married,0,high school,58095,48810,830,11057,rent,1
41,married,0,high school,116469,14946,828,16024,own,1
18,married,1,postgraduate,41296,20431,463,9979,rent,0
31,married,0,high school,105443,4769,827,14440,other,1
38,single,2,graduate,76349,49403,733,18986,own,1
46,single,2,graduate,23054,49521,404,23287,other,0
43,married,2,high school,102318,14223,847,20664,rent,1
39,married,3,graduate,88981,46799,782,8744,own,1
40,single,2,graduate,64235,7502,822,3162,own,1
39,single,3,high school,53977,45694,714,28041,rent,1
32,single,2,high school,41295,30301,556,17264,own,0
38,single,0,high school,129113,15141,707,23963,own,1
41,single,0,graduate,83525,38607,793,28437,own,0
41,single,2,postgraduate,70175,38130,849,27305,rent,1
31,married,0,postgraduate,145387,29748,718,12191,own,1
44,single,0,graduate,47404,30524,531,14577,own,0
48,divorced,1,graduate,67619,14628,351,24509,rent,0
54,single,1,high school,34704,34760,490,4143,rent,0
37,single,1,graduate,107164,22584,831,28157,other,1
40,divorced,1,high school,138611,30828,762,21307,own,0
25,married,1,graduate,54499,10968,813,21035,own,1
48,divorced,3,graduate,67572,16188,731,28383,rent,1
39,married,1,high school,116304,35657,812,11227,rent,0
30,married,0,postgraduate,148643,29827,797,20312,rent,0
49,single,3,postgraduate,23403,12485,543,13236,rent,0
29,married,3,high school,107893,11879,757,17459,own,1
40,married,0,graduate,68625,13467,832,29122,other,1
30,married,0,high school,127243,7080,721,8402,own,1
48,single,1,high school,135462,3483,718,16298,own,1
36,single,2,high school,99107,10355,825,11390,rent,1
49,single,0,postgraduate,121076,34360,741,20791,other,1
35,single,2,high school,134864,27464,823,20775,rent,1
35,single,2,graduate,77355,36018,701,1085,own,1
42,single,2,high school,62796,3906,363,29527,rent,1
35,married,2,high school,79533,4758,828,9888,rent,1
43,single,3,graduate,145160,12591,843,11376,own,1
25,single,3,high school,61969,17877,805,18940,rent,1
34,married,3,graduate,61575,45380,843,16496,own,1
23,single,0,postgraduate,37478,48288,557,10425,own,0
47,married,1,graduate,52019,34083,741,19051,rent,1
40,married,0,graduate,51207,47380,840,12795,own,1
55,single,2,high school,52487,1651,388,18817,rent,0
29,married,1,high school,95073,45688,707,26799,rent,1
37,single,0,postgraduate,113206,22968,730,24124,own,1
34,single,0,high school,147010,8868,747,27768,own,1
35,married,1,postgraduate,80079,46471,802,25738,rent,0
22,single,2,high school,32487,15862,443,10402,other,0
36,single,1,high school,88101,15563,713,21925,own,0
38,married,1,postgraduate,98704,20277,838,22831,rent,1
34,married,2,graduate,119972,36799,750,27020,own,1
27,single,2,graduate,125398,46227,712,15611,own,1
44,single,3,graduate,104295,7948,838,11856,rent,1
38,divorced,1,high school,55501,32370,829,23728,rent,0
43,married,3,high school,111817,23845,764,10237,own,1
49,married,3,graduate,52103,25701,736,12795,own,1
36,single,3,postgraduate,39786,14802,440,11930,own,0
39,married,2,high school,96541,49813,708,8679,rent,1
40,married,3,graduate,93744,28539,732,7779,rent,1
45,single,1,graduate,117500,17159,828,24844,own,1
59,single,2,high school,59040,46270,398,28198,own,0
23,divorced,2,high school,45439,33785,579,9843,own,0
23,divorced,3,graduate,38287,11010,520,2570,own,0
46,married,2,postgraduate,93892,44572,728,9100,own,1
50,married,1,graduate,32443,38361,453,1173,other,0
34,single,0,high school,59748,22146,787,9720,rent,1
46,single,0,graduate,73254,30005,739,23259,own,0
41,single,1,high school,62655,14572,715,19892,rent,1
46,married,3,graduate,64797,5443,335,22699,rent,1
19,married,2,high school,57451,47994,553,27068,other,0
41,single,1,graduate,43967,1639,427,22587,own,0
41,married,3,graduate,45143,29424,452,14043,rent,0
26,single,3,graduate,135326,5234,792,13576,rent,1
39,single,3,postgraduate,65497,7326,780,1325,other,1
43,married,1,graduate,135195,5016,819,16248,own,1
37,single,3,postgraduate,61574,7732,503,7003,rent,0
49,married,2,postgraduate,115500,29433,761,3596,rent,1
24,single,3,graduate,66415,11242,437,5926,own,0
33,single,2,graduate,147103,2415,818,1312,rent,1
31,married,3,postgraduate,144756,8478,763,21594,own,1
40,single,0,high school,141147,41572,748,8196,rent,1
46,married,1,postgraduate,110260,49910,745,20655,own,1
53,married,0,graduate,63309,39319,307,19730,own,1
32,married,1,high school,79799,14540,718,13543,own,1
46,married,0,postgraduate,59065,28616,788,22222,rent,1
34,married,3,high school,81194,21046,836,1007,other,0
45,married,0,high school,86411,7153,785,15925,own,1
37,single,1,graduate,111622,34084,726,6322,rent,1
46,single,3,postgraduate,111435,20850,778,17264,own,1
29,married,1,postgraduate,68415,14589,441,19492,other,0
46,married,2,graduate,127890,31226,806,15686,own,1
42,single,1,postgraduate,144944,12166,726,21679,own,1
27,single,1,high school,144062,46770,804,23397,own,1
33,married,0,graduate,78432,39470,806,23628,rent,1
32,single,1,postgraduate,145797,22978,830,24978,own,1
32,married,3,high school,97121,5186,703,1173,own,1
25,married,0,high school,126670,17065,778,23638,own,1
49,single,2,graduate,54497,43611,715,10354,other,1
44,married,3,graduate,61451,33650,839,28068,other,1
63,married,3,graduate,66434,19774,480,3856,own,0
44,single,0,graduate,68944,41524,542,18062,own,1
39,married,3,high school,87217,23651,789,24342,own,1
26,married,0,graduate,136646,4535,758,22920,own,1
47,married,3,postgraduate,102995,46559,811,11529,own,1
46,married,3,graduate,115271,7842,710,14750,own,1
31,single,0,high school,68985,45043,425,15144,own,1
62,single,1,postgraduate,52445,21190,587,26937,rent,0
40,married,3,graduate,101597,33260,810,26422,rent,1
33,single,3,graduate,69260,49553,838,6070,rent,1
35,married,1,high school,85996,26437,753,24435,own,1
26,single,0,postgraduate,140158,28166,731,4555,own,1
23,married,1,postgraduate,36601,45493,332,6959,own,0
32,married,1,high school,65621,11058,703,20643,own,1
30,married,2,graduate,83345,47820,706,9202,own,0
32,married,0,graduate,120072,33283,732,6793,own,1
38,married,3,graduate,119505,3591,779,23153,own,1
42,married,1,postgraduate,84521,36899,744,8506,rent,1
49,married,2,high school,53208,3640,727,20562,own,1
46,married,2,high school,126349,31122,736,17645,rent,1
24,single,1,postgraduate,53730,3447,384,6835,own,0
67,single,1,graduate,33294,40333,336,29492,rent,0
40,single,2,high school,58398,40295,826,22817,own,0
59,single,3,high school,27171,42310,305,8479,own,0
32,married,3,graduate,138597,3906,811,7687,own,1
60,divorced,3,graduate,40672,43560,596,28815,own,0
26,married,2,high school,49504,38393,329,13550,own,0
27,married,0,high school,53770,17331,834,14026,own,0
21,divorced,3,high school,39011,39846,575,23227,own,0
39,married,0,high school,140701,42636,789,29942,own,1
37,married,0,high school,106172,49601,713,13816,rent,1
35,married,1,high school,107698,27660,798,26275,own,1
55,married,1,high school,53919,35708,578,14145,own,0
63,single,3,graduate,49393,26303,446,23781,own,1
39,divorced,1,high school,128869,875,811,16664,own,1
37,single,1,high school,71487,40358,816,2451,own,1
27,married,1,graduate,136163,1367,735,6214,own,1
43,divorced,1,graduate,37348,16271,555,25547,rent,0
47,single,0,postgraduate,119518,30181,712,18643,own,1
65,single,2,graduate,27816,37231,530,6729,own,0
32,single,2,graduate,80734,42021,726,26444,own,0
29,married,2,high school,52816,12569,824,12995,other,1
29,married,0,graduate,96907,11663,752,14194,own,1
36,married,3,graduate,28915,22924,515,26582,own,0
44,single,2,graduate,111705,11704,810,20798,own,0
52,married,1,graduate,64449,21938,306,13244,other,0
36,single,1,graduate,99527,28081,749,13619,rent,1
48,married,0,high school,146500,21308,740,21838,own,1
68,married,3,high school,42649,47983,529,14452,own,0
51,single,3,postgraduate,57899,48424,562,9733,own,0
55,divorced,1,graduate,61712,35281,309,14106,own,0
48,single,2,postgraduate,84897,11450,807,6979,own,1
36,married,1,graduate,146125,5758,769,29292,own,1
39,married,1,high school,72149,16667,725,21843,rent,1
34,married,3,graduate,95921,16968,827,13309,own,1
41,single,2,postgraduate,25966,19922,579,14581,own,0
30,married,1,graduate,123174,21391,780,25155,own,1
36,married,1,high school,124038,37360,731,28849,own,1
38,divorced,0,high school,66602,10188,756,6664,rent,0
30,single,1,postgraduate,122254,36456,800,25449,own,1
46,divorced,3,postgraduate,50531,12686,785,14498,own,1
29,married,0,graduate,68437,2482,700,25032,other,1
28,single,1,high school,134413,10945,752,14808,own,1
42,married,0,graduate,96353,45174,704,21673,rent,1
47,single,3,postgraduate,30300,45093,540,20476,rent,0
38,married,2,postgraduate,132223,35622,754,13314,rent,1
45,married,0,graduate,99613,39683,704,2856,own,1
51,married,3,high school,43263,11450,568,2327,rent,0
69,divorced,3,graduate,44879,21773,421,5958,own,0
18,single,3,high school,59795,9232,491,26826,own,0
59,single,0,postgraduate,20580,33152,527,2164,own,0
25,married,2,postgraduate,88159,7113,840,14082,own,1
34,single,3,high school,143456,39457,701,5065,own,1
29,married,0,high school,136879,37209,806,7120,own,1
48,married,3,high school,77416,13972,789,10044,own,1
28,married,2,graduate,20468,38959,485,1282,rent,0
31,married,2,graduate,69929,26638,823,15107,rent,0
29,married,2,graduate,62544,40069,499,3903,own,0
24,divorced,2,high school,62893,2566,597,29800,rent,0
45,married,3,graduate,131458,47103,821,19061,own,1
58,single,2,high school,61449,12346,527,3294,own,0
29,single,1,high school,131516,26636,848,6520,rent,1
25,married,0,graduate,88851,15193,738,5774,own,0
47,married,1,graduate,28318,43285,346,24705,rent,0
38,married,2,graduate,131860,2164,713,24427,own,1
48,married,3,high school,60095,15308,424,17611,own,0
43,married,2,postgraduate,106956,19157,788,5786,own,1
27,married,2,graduate,73297,40465,847,11965,own,1
47,married,1,postgraduate,46720,6918,413,28463,own,1
29,divorced,1,graduate,119813,33469,785,13723,own,1
25,single,2,graduate,89690,26414,835,7488,rent,1
48,married,1,graduate,66258,31453,811,7684,own,1
42,single,1,graduate,47153,28232,476,15860,rent,0
34,married,0,graduate,120439,34881,718,29590,own,1
69,divorced,1,graduate,58376,8046,501,8844,own,0
41,divorced,3,graduate,133220,44159,707,22390,own,1
26,single,1,graduate,144758,48332,754,16751,rent,1
45,married,1,postgraduate,28498,10022,414,23987,own,1
47,married,0,postgraduate,60676,8620,765,13683,rent,1
41,single,0,graduate,72606,16150,739,25120,rent,1
36,single,3,postgraduate,68513,30006,424,19802,own,0
45,married,1,postgraduate,43255,25304,501,13548,own,0
31,married,3,high school,85235,33795,745,21507,other,1
44,married,1,graduate,125240,10440,734,10754,own,1
30,single,0,high school,61409,5268,432,24047,own,0
63,single,3,graduate,37220,15744,308,3335,own,0
29,married,2,graduate,53840,1900,355,2537,own,0
37,married,0,high school,70231,24584,752,2932,rent,1
32,married,2,postgraduate,69068,12168,589,27685,own,0
28,married,3,graduate,106382,38743,758,16896,rent,1
25,single,0,postgraduate,143760,34562,833,21502,own,1
48,married,3,graduate,112151,41498,806,6485,rent,1
28,married,1,postgraduate,127745,2880,828,9940,rent,1
49,married,1,postgraduate,97114,47508,747,13973,own,1
36,married,1,high school,122351,44988,808,13807,own,1
45,single,3,high school,53272,38645,758,9989,rent,1
30,single,2,graduate,65472,36061,711,6501,rent,1
46,divorced,2,high school,99908,8276,746,22118,rent,1
49,single,3,graduate,95851,47897,816,13145,other,1
27,single,0,graduate,111339,22465,816,28391,other,1
30,single,2,high school,106522,2811,783,7551,rent,1
40,married,1,graduate,137202,14775,749,21092,own,0
36,divorced,2,postgraduate,127638,24038,708,6816,own,1
48,divorced,1,high school,61257,17791,309,23077,own,0
62,married,0,postgraduate,56386,44048,572,6333,own,0
58,married,2,graduate,25616,30879,317,738,rent,0
48,married,3,postgraduate,69514,18771,788,12576,own,1
47,married,1,high school,127793,47664,731,6735,own,1
28,married,1,high school,143623,4482,798,26744,rent,1
54,married,1,postgraduate,36219,42727,581,3035,rent,0
47,single,3,high school,91573,33798,734,20921,own,1
46,divorced,0,graduate,106636,10162,752,6463,own,1
35,single,2,graduate,99881,46050,779,3265,own,1
29,married,3,postgraduate,136009,40017,714,8315,own,1
29,single,2,postgraduate,31861,17459,303,1177,own,1
54,married,2,high school,63767,30161,549,22829,rent,0
31,married,1,high school,46705,47915,345,16800,own,0
47,single,0,high school,51361,11067,722,25625,other,1
51,divorced,2,high school,47268,46242,420,27389,own,0
29,married,2,high school,112874,19230,757,23294,own,0
39,married,0,postgraduate,25420,44539,481,19764,own,0
39,married,3,graduate,110858,10334,807,1442,rent,1
27,married,0,high school,94654,49166,789,27444,rent,1
44,married,3,graduate,71168,2692,714,16101,other,1
